School Year,District Code,School Code,District Name,School Name,Overall Accountability Score,Overall Accountability Rating,Lowest Grade in the School,Highest Grade in the School,School Type,School Enrollment,District Enrollment,Percent American Indian or Alaskan Native,Percent Asian,Percent Black or African American,Percent Hispanic/Latino,Percent Native Hawaiian or Other Pacific Islander,Percent White,Percent Two or More Races,Percent Students with Disabilities,Percent Economically Disadvantaged,Percent English Learners,Percent School Choice Program,Percent Open Enrollment,School Achievement Score,School ELA Achievement Score,School Mathematics Achievement Score,School Growth Score,School ELA Growth Score,School Mathematics Growth Score,School Target Group Outcomes Score,School Target Group Achievement Score,School Target Group Growth Score,School Target Group Chronic Absenteeism Score,School Target Group Graduation Score,School Target Group Attendance Score,School On-Track to Graduation Score,School Chronic Absenteeism Rate Score,School Graduation Rate Score,School Attendance Rate Score,School 3rd Grade ELA Achievement Score,School 8th Grade Mathematics Achievement Score,State ELA Achievement Score,State Mathematics Achievement Score,State ELA Growth Score,State Mathematics Growth Score,State Chronic Absenteeism Rate Score,State Graduation Rate Score,State Attendance Rate Score,State 3rd Grade ELA Achievement Score,State 8th Grade Mathematics Achievement Score,Test Participation ELA 2022 All Students,Test Participation Mathematics 2022 All Students,Subgroup with lowest ELA test participation rate 2022,Test Participation ELA 2022 lowest rate subgroup,Subgroup with lowest math test participation rate 2022,Test Participation Mathematics 2022 lowest rate subgroup,Score weighting Achievement Priority Area,Score weighting Growth Priority Area,Score weighting Target Group Outcomes Priority Area,Score weighting Ontrack Priority Area,School Percent Proficient ELA 2019,State Percent Proficient ELA 2019,School Percent Proficient Mathematics 2019,State Percent Proficient Mathematics 2019,School Percent Proficient ELA 2021,State Percent Proficient ELA 2021,School Percent Proficient Mathematics 2021,State Percent Proficient Mathematics 2021,School Percent Proficient ELA 2022,State Percent Proficient ELA 2022,School Percent Proficient Mathematics 2022,State Percent Proficient Mathematics 2022,Single-school district note,Open enrollment note,No Score Note,Grade Band for Comparison Schools,CESA,Locale description,City,Agency type,Charter school indicator,Chartering authority,Virtual school indicator,Report Card Type
2021-22,147,490,Appleton Area,Appleton Technical Academy,54.4,Meets Few Expectations,9,12,High School,77,15217,0.013,0,0.026,0.143,0,0.805,0.013,0.299,0.377,0.026,NA,0.13,33.7,34.2,33.2,63.2,71.7,54.6,42.5,12.1,65.1,52.7,NA,66.2,83.4,66.7,100,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.918,0.885,SwD,0.8,SwD,0.8,0.247,0.286,0.267,0.2,0.05,0.408,0.131,0.375,0.14,0.392,0.186,0.339,0.2,0.388,0.189,0.34,NA,,,9-12,6,City,Appleton,Public school,Yes,NA,No,Public - All Students
2021-22,147,60,Appleton Area,Badger Elementary,57.1,Meets Few Expectations,PK,6,Elementary School,305,15217,0,0.151,0.066,0.161,0.026,0.502,0.095,0.144,0.557,0.213,NA,0.036,49.2,44.4,53.9,50.8,47,54.6,46.9,9.9,54.6,84.3,NA,89.2,80.8,87.6,NA,92.9,43,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.112,0.388,0.25,0.25,0.277,0.404,0.36,0.468,0.201,0.371,0.297,0.424,0.207,0.386,0.337,0.451,NA,,,K-5,6,Suburb,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,220,Appleton Area,Berry Elementary,80.6,Exceeds Expectations,PK,6,Elementary School,377,15217,0.008,0.027,0.008,0.074,0,0.857,0.027,0.191,0.156,0.029,NA,0.058,78.1,74.6,81.5,68.9,71.7,66,77.5,36.2,72.7,96.3,NA,97.3,93,97.1,NA,98.1,74.4,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.948,0.948,SwD,0.783,SwD,0.783,0.379,0.121,0.25,0.25,0.455,0.404,0.595,0.468,0.552,0.371,0.552,0.424,0.581,0.386,0.614,0.451,NA,,,K-5,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,110,Appleton Area,Classical School,86.1,Significantly Exceeds Expectations,KG,8,Elementary School,463,15217,0.002,0.216,0.019,0.045,0,0.68,0.037,0.082,0.151,0.039,NA,0.168,86.8,83.8,89.7,75.5,69.8,81.2,81.9,50,70.8,99.6,NA,98.5,94.4,97.7,NA,98.3,74.5,85.1,59.5,59.8,66,66,87.8,NA,94,57,52.5,1,1,NA,NA,NA,NA,0.383,0.117,0.25,0.25,0.696,0.405,0.699,0.428,0.622,0.379,0.649,0.377,0.572,0.374,0.678,0.393,NA,,,K-8,6,City,Appleton,Public school,Yes,NA,No,Public - All Students
2021-22,147,80,Appleton Area,Columbus Elementary,63,Meets Expectations,PK,6,Elementary School,127,15217,0.016,0.11,0.079,0.181,0,0.512,0.102,0.205,0.764,0.063,NA,0.039,46.8,46.2,47.4,58.4,67.9,48.9,NA,NA,NA,NA,NA,NA,80.1,83.8,NA,88.6,55.6,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.948,0.966,Econ Disadv,0.938,Econ Disadv,0.958,0.075,0.675,NA,0.25,0.191,0.404,0.159,0.468,0.269,0.371,0.27,0.424,0.228,0.386,0.318,0.451,NA,,,K-5,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,20,Appleton Area,East High,57.6,Meets Few Expectations,9,12,High School,1386,15217,0.009,0.128,0.041,0.142,0,0.649,0.03,0.19,0.363,0.087,NA,0.094,49.3,51.9,46.7,60.3,67.9,52.7,44.1,12,59.4,69.4,75,NA,82.4,76.3,88.4,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.946,0.948,SwD,0.851,SwD,0.851,0.257,0.276,0.267,0.2,0.334,0.408,0.317,0.375,0.282,0.392,0.257,0.339,0.317,0.388,0.264,0.34,NA,,,9-12,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,100,Appleton Area,Edison Elementary,61.2,Meets Expectations,PK,6,Elementary School,243,15217,0.004,0.086,0.049,0.091,0,0.7,0.07,0.222,0.519,0.111,NA,0.033,57.2,52.6,61.7,56.5,48.9,64.1,47.7,19.4,51.8,79.9,NA,93.3,83.9,90,NA,94.7,49.9,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.978,0.978,SwD,0.88,SwD,0.88,0.137,0.363,0.25,0.25,0.343,0.404,0.507,0.468,0.262,0.371,0.263,0.424,0.347,0.386,0.355,0.451,NA,,,K-5,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,120,Appleton Area,Einstein Middle,67,Meets Expectations,7,8,Middle School,517,15217,0.008,0.079,0.017,0.074,0,0.791,0.031,0.147,0.25,0.05,NA,0.048,63.6,65.6,61.6,70.8,71.7,69.8,54.7,17.1,65.1,74.7,NA,83.7,81,83.6,NA,88.8,NA,60.1,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.944,0.944,Hispanic,0.872,Hispanic,0.872,0.317,0.183,0.25,0.25,0.42,0.407,0.475,0.388,0.432,0.387,0.361,0.331,0.446,0.362,0.426,0.339,NA,,,6-8,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,130,Appleton Area,Ferber Elementary,74.3,Exceeds Expectations,PK,6,Elementary School,566,15217,0.002,0.141,0.019,0.074,0,0.703,0.06,0.201,0.299,0.133,NA,0.065,65.1,61.1,69.1,76.5,77.4,75.5,69.8,19.1,73.6,89.3,NA,95.1,87.3,94.4,NA,96.7,54.2,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.961,0.961,SwD,0.901,SwD,0.901,0.284,0.216,0.25,0.25,0.425,0.404,0.484,0.468,0.373,0.371,0.451,0.424,0.439,0.386,0.529,0.451,NA,,,K-5,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,450,Appleton Area,Fox Cities Leadership Academy,76.7,Exceeds Expectations,9,12,High School,68,15217,0,0.059,0.176,0.059,0,0.691,0.015,0.044,0.25,0,NA,0.103,73.4,81,65.7,77.4,90.7,64.1,70.6,41,75.5,71.1,NA,80.7,89.9,79.7,100,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,1,1,NA,NA,NA,NA,0.338,0.196,0.267,0.2,0.556,0.408,0.397,0.375,0.522,0.392,0.413,0.339,0.714,0.388,0.531,0.34,NA,,,9-12,6,City,Appleton,Public school,Yes,NA,No,Public - All Students
2021-22,147,135,Appleton Area,Fox River Academy,88.1,Significantly Exceeds Expectations,KG,8,Elementary School,96,15217,0,0,0.042,0.063,0,0.802,0.094,0.115,0.219,0,NA,0.25,85.4,87.3,83.4,84.1,98.3,69.8,NA,NA,NA,NA,NA,NA,97.5,96.3,NA,97.5,100,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,0.982,0.982,White,0.977,White,0.977,0.506,0.244,NA,0.25,0.642,0.405,0.656,0.428,0.674,0.379,0.582,0.377,0.604,0.374,0.604,0.393,NA,,,K-8,6,City,Appleton,Public school,Yes,NA,No,Public - All Students
2021-22,147,160,Appleton Area,Franklin Elementary,54.7,Meets Few Expectations,PK,6,Elementary School,279,15217,0.004,0.168,0.065,0.061,0.004,0.613,0.086,0.204,0.502,0.172,NA,0.014,47.3,47.7,46.9,46.1,48.9,43.2,44.1,12.9,53.7,83.7,NA,78.3,81.6,87.5,NA,91.4,50,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.994,0.994,White,0.989,White,0.989,0.149,0.351,0.25,0.25,0.268,0.404,0.279,0.468,0.323,0.371,0.3,0.424,0.28,0.386,0.217,0.451,NA,,,K-5,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,180,Appleton Area,Highlands Elementary,75.9,Exceeds Expectations,PK,6,Elementary School,538,15217,0.006,0.279,0.045,0.171,0.004,0.429,0.067,0.225,0.584,0.268,NA,0.033,44.3,41.8,46.7,81.2,81.2,81.2,74.5,10.1,85.9,83.2,NA,89.7,80.7,88.8,NA,93.4,39,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.997,0.997,SwD,0.986,SwD,0.986,0.094,0.406,0.25,0.25,0.232,0.404,0.309,0.468,0.199,0.371,0.208,0.424,0.229,0.386,0.296,0.451,NA,,,K-5,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,190,Appleton Area,Horizons Elementary,82,Exceeds Expectations,PK,6,Elementary School,317,15217,0.003,0.079,0.073,0.259,0.003,0.508,0.076,0.208,0.565,0.211,NA,0.11,58.4,55.6,61.1,91.7,92.6,90.7,74.6,14.7,79.3,93.1,NA,96,84.2,90.8,NA,95.7,48.1,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.929,0.929,SwD,0.706,SwD,0.706,0.107,0.393,0.25,0.25,0.318,0.404,0.415,0.468,0.318,0.371,0.352,0.424,0.385,0.386,0.45,0.451,NA,,,K-5,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,195,Appleton Area,Houdini Elementary,85.5,Significantly Exceeds Expectations,PK,6,Elementary School,520,15217,0.006,0.065,0.031,0.075,0.002,0.767,0.054,0.137,0.275,0.029,NA,0.063,69.6,68.5,70.6,99.2,100,98.3,91.9,28.8,92.5,94.8,NA,96.7,87.4,95.1,NA,96.4,54.2,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.951,0.951,SwD,0.761,SwD,0.761,0.3,0.2,0.25,0.25,0.454,0.404,0.454,0.468,0.447,0.371,0.431,0.424,0.517,0.386,0.548,0.451,NA,,,K-5,6,Suburb,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,200,Appleton Area,Huntley Elementary,81.5,Exceeds Expectations,PK,6,Elementary School,676,15217,0.001,0.092,0.022,0.062,0.001,0.756,0.065,0.176,0.272,0.047,NA,0.028,69,64.6,73.4,91.7,90.7,92.6,82.1,23.9,85,90.2,NA,96,88,94.7,NA,96.6,57.5,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.995,0.995,SwD,0.975,SwD,0.975,0.302,0.198,0.25,0.25,0.376,0.404,0.487,0.468,0.445,0.371,0.535,0.424,0.483,0.386,0.559,0.451,NA,,,K-5,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,240,Appleton Area,Jefferson Elementary,66,Meets Expectations,PK,6,Elementary School,287,15217,0.035,0.077,0.077,0.122,0,0.578,0.111,0.216,0.61,0.077,NA,0.08,52.5,51.6,53.4,61.3,62.2,60.3,59.8,14.9,66,84.1,NA,93.5,84.4,92.1,NA,95.1,47.7,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.994,0.988,Two or More,0.95,Two or More,0.95,0.077,0.423,0.25,0.25,0.346,0.404,0.34,0.468,0.233,0.371,0.287,0.424,0.285,0.386,0.332,0.451,NA,,,K-5,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,260,Appleton Area,Johnston Elementary,73.3,Exceeds Expectations,PK,6,Elementary School,397,15217,0.01,0.191,0.083,0.139,0,0.499,0.078,0.184,0.529,0.181,NA,0.025,47.3,43.8,50.7,77.4,83.1,71.7,71.3,12.1,79.3,86.7,NA,93.6,82.8,92,NA,95.3,39.5,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.991,0.995,Hispanic,0.976,SwD,0.977,0.131,0.369,0.25,0.25,0.219,0.404,0.305,0.468,0.198,0.371,0.249,0.424,0.286,0.386,0.33,0.451,NA,,,K-5,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,250,Appleton Area,Kaleidoscope Academy,56.5,Meets Few Expectations,6,8,Middle School,538,15217,0.004,0.063,0.056,0.149,0.002,0.658,0.069,0.19,0.403,0.11,NA,0.074,51.1,55.9,46.3,54.6,58.4,50.8,41,10.7,51.8,75.3,NA,84.5,78.7,84.6,NA,90.7,NA,42.7,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.986,0.982,Two or More,0.966,Two or More,0.966,0.215,0.285,0.25,0.25,0.434,0.407,0.349,0.388,0.339,0.387,0.234,0.331,0.28,0.362,0.254,0.339,NA,,,6-8,6,City,Appleton,Public school,Yes,NA,No,Public - All Students
2021-22,147,300,Appleton Area,Madison Middle,54.7,Meets Few Expectations,7,8,Middle School,622,15217,0.003,0.13,0.042,0.138,0,0.653,0.034,0.185,0.4,0.117,NA,0.079,49.2,52.2,46.1,50.8,54.6,47,40.7,11.8,52.7,71.3,NA,82.8,78,82.9,NA,89.1,NA,46.2,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.97,0.968,Black,0.833,Black,0.833,0.217,0.283,0.25,0.25,0.304,0.407,0.34,0.388,0.294,0.387,0.254,0.331,0.296,0.362,0.223,0.339,NA,,,6-8,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,320,Appleton Area,McKinley Elementary,72.4,Exceeds Expectations,PK,6,Elementary School,455,15217,0.013,0.198,0.026,0.165,0.002,0.521,0.075,0.176,0.497,0.207,NA,0.099,53.1,50.1,56,76.5,71.7,81.2,64.6,11.4,70.8,90,NA,94.4,86.1,95.2,NA,96.5,47.1,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.993,0.993,SwD,0.96,SwD,0.96,0.152,0.348,0.25,0.25,0.292,0.404,0.413,0.468,0.24,0.371,0.284,0.424,0.325,0.386,0.349,0.451,NA,,,K-5,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,30,Appleton Area,North High,72.3,Exceeds Expectations,9,12,High School,1621,15217,0.003,0.094,0.05,0.102,0.002,0.716,0.032,0.132,0.253,0.073,NA,0.091,66.4,70.3,62.5,81.2,88.8,73.6,62.6,18.7,76.5,68.4,79.4,NA,86.1,81.3,90.9,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.97,0.973,SwD,0.928,SwD,0.928,0.336,0.198,0.267,0.2,0.502,0.408,0.466,0.375,0.468,0.392,0.379,0.339,0.486,0.388,0.393,0.34,NA,,,9-12,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,210,Appleton Area,Odyssey-Magellan,98.3,Significantly Exceeds Expectations,2,8,Elementary School,189,15217,0,0.085,0.005,0.032,0,0.836,0.042,0.085,0.106,0.005,NA,0.111,100,100,100,86.9,81.2,92.6,100,99.3,87.9,100,NA,97.4,97.9,97.2,NA,97.6,100,100,59.5,59.8,66,66,87.8,NA,94,57,52.5,0.994,0.994,Econ Disadv,0.958,Econ Disadv,0.958,0.413,0.087,0.25,0.25,0.947,0.405,0.967,0.428,0.954,0.379,0.946,0.377,0.927,0.374,0.927,0.393,NA,,,K-8,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,420,Appleton Area,Renaissance School,76.2,Exceeds Expectations,9,12,High School,138,15217,0,0.051,0.014,0.043,0,0.862,0.029,0.051,0.217,0,NA,0.174,83.2,93.2,73.2,60.3,75.5,45.1,63.7,42.7,58.4,85.7,NA,94.7,93.8,87.5,100,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.971,0.971,White,0.966,White,0.966,0.361,0.172,0.267,0.2,0.57,0.408,0.421,0.375,0.761,0.392,0.55,0.339,0.771,0.388,0.5,0.34,NA,,,9-12,6,City,Appleton,Public school,Yes,NA,No,Public - All Students
2021-22,147,340,Appleton Area,Richmond Elementary,72.3,Exceeds Expectations,PK,6,Elementary School,268,15217,0.011,0.071,0.007,0.146,0,0.716,0.049,0.209,0.485,0.045,NA,0.097,63.9,61.2,66.6,67.9,69.8,66,67.7,25.5,70.8,83.3,NA,93.9,88.4,93.1,NA,95.6,64.4,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.16,0.34,0.25,0.25,0.464,0.404,0.5,0.468,0.286,0.371,0.409,0.424,0.374,0.386,0.439,0.451,NA,,,K-5,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,280,Appleton Area,Ronald C Dunlap Elementary School,67.7,Meets Expectations,PK,6,Elementary School,371,15217,0.011,0.189,0.065,0.124,0,0.499,0.113,0.21,0.685,0.17,NA,0.092,48.1,44.1,52,65.1,62.2,67.9,62,11.3,72.7,85.1,NA,83.2,82.1,90.8,NA,92.6,43.5,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.986,0.995,EL,0.959,Hispanic,0.968,0.05,0.45,0.25,0.25,0.215,0.404,0.298,0.468,0.228,0.371,0.304,0.424,0.244,0.386,0.352,0.451,NA,,,K-5,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,150,Appleton Area,Stephen Foster Elementary Charter,69.6,Meets Expectations,PK,6,Elementary School,269,15217,0,0.242,0.052,0.108,0.004,0.52,0.074,0.193,0.528,0.182,NA,0.182,49.6,50.2,48.9,68.9,81.2,56.5,66.5,13.9,73.6,85.7,NA,92.9,84.4,89.9,NA,94.9,52.5,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.131,0.369,0.25,0.25,0.302,0.404,0.286,0.468,0.253,0.371,0.212,0.424,0.333,0.386,0.352,0.451,NA,,,K-5,6,City,Appleton,Public school,Yes,NA,No,Public - All Students
2021-22,147,430,Appleton Area,Tesla Engineering Charter School,89.3,Significantly Exceeds Expectations,9,12,High School,142,15217,0.014,0.07,0.021,0.049,0,0.824,0.021,0.085,0.141,0.021,NA,0.127,90.2,86.2,94.2,87.9,86.9,88.8,81.9,43.9,78.4,NA,NA,90.4,98.3,NA,98.3,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.991,0.991,White,0.989,White,0.989,0.415,0.118,0.267,0.2,0.6,0.408,0.724,0.375,0.652,0.392,0.615,0.339,0.69,0.388,0.682,0.34,NA,,,9-12,6,City,Appleton,Public school,Yes,NA,No,Public - All Students
2021-22,147,460,Appleton Area,Valley New School,68.9,Meets Expectations,7,12,High School,60,15217,0.017,0.017,0.017,0.033,0,0.85,0.067,0.067,0.25,0.033,NA,0.25,60.1,69.2,50.9,66,73.6,58.4,NA,NA,NA,NA,NA,NA,95.4,92.6,NA,98.1,NA,NA,59.9,53.6,66,66,83.3,NA,92.5,NA,52.5,0.932,0.932,White,0.914,White,0.914,0.507,0.293,NA,0.2,0.531,0.408,0.489,0.382,0.45,0.389,0.175,0.335,0.39,0.375,0.244,0.34,NA,,,6-12,6,City,Appleton,Public school,Yes,NA,No,Public - All Students
2021-22,147,40,Appleton Area,West High,60.9,Meets Expectations,9,12,High School,1131,15217,0.015,0.154,0.068,0.134,0.002,0.592,0.035,0.214,0.458,0.091,NA,0.056,46,49.5,42.5,66,75.5,56.5,51.5,9.6,72.7,62.7,68.4,NA,78.6,70.2,86.9,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.933,0.929,Two or More,0.757,Two or More,0.73,0.19,0.343,0.267,0.2,0.287,0.408,0.3,0.375,0.266,0.392,0.237,0.339,0.296,0.388,0.24,0.34,NA,,,9-12,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,410,Appleton Area,Wilson Middle,52.1,Meets Few Expectations,7,8,Middle School,377,15217,0.008,0.156,0.09,0.194,0,0.491,0.061,0.156,0.597,0.162,NA,0.04,40.1,43.9,36.3,50.8,54.6,47,37,8.6,51.8,67.4,NA,80.1,73.3,78.8,NA,87.2,NA,34.4,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.984,0.979,Two or More,0.963,SwD,0.955,0.085,0.415,0.25,0.25,0.185,0.407,0.256,0.388,0.235,0.387,0.14,0.331,0.215,0.362,0.165,0.339,NA,,,6-8,6,City,Appleton,Public school,No,NA,No,Public - All Students
2021-22,147,850,Appleton Area,Wisconsin Connections Academy,66,Meets Expectations,K4,12,Elementary/Secondary School,726,15217,0.014,0.066,0.076,0.095,0.001,0.675,0.073,0.015,0.492,0.018,NA,0.855,60.6,68.6,52.6,58.4,71.7,45.1,57.8,17.9,60.3,100,84.8,NA,88,100,89.9,NA,70.1,50.2,59.6,57.7,66,66,85.7,91.2,NA,57,52.5,0.923,0.923,Hispanic,0.911,Hispanic,0.911,0.155,0.345,0.25,0.25,0.401,0.407,0.364,0.41,0.511,0.384,0.348,0.364,0.473,0.379,0.316,0.375,NA,"Because this school is a virtual charter school with at least 50% open enrollment, the school's data will not be included in its district's report card.",,K-12,6,Suburb,Appleton,Public school,Yes,NA,Yes,Public - All Students
2021-22,NA,857,Aquinas Academy,Aquinas Academy,NA,NR-DATA,K4,8,Elementary School,73,NA,0,0.014,0.014,0.041,0,0.932,0,0.027,0.014,0,0.403,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,0.428,NA,0.379,NA,0.377,NA,0.374,NA,0.393,NA,,Insufficient data to produce a score,K-8,1,NA,Menomonee Falls,Private school,No,NA,No,Private - Choice Students
2021-22,NA,71,Aquinas High,Aquinas High,71.8,Exceeds Expectations,9,12,High School,63,NA,0,0,0.016,0.032,0,0.889,0.063,0.032,0,0,0.201,0,65.4,68.1,62.6,79.3,81.2,77.4,NA,NA,NA,NA,NA,NA,91.7,88.7,NA,94.6,NA,NA,59.8,53.6,66,66,81.1,NA,91.7,NA,NA,0.844,0.867,White,0.825,White,0.85,0.72,0.08,NA,0.2,0.572,0.408,0.37,0.375,0.414,0.392,0.413,0.339,0.447,0.388,0.41,0.34,NA,,,9-12,4,NA,La Crosse,Private school,No,NA,No,Private - Choice Students
2021-22,NA,70,Aquinas Middle,Aquinas Middle,NA,NR-DATA,7,8,Middle School,20,NA,0,0.05,0,0.05,0,0.75,0.15,0,0,0,0.118,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0.407,0.444,0.388,0.5,0.387,0.3,0.331,0.389,0.362,0.222,0.339,NA,,Insufficient data to produce a score,6-8,4,NA,La Crosse,Private school,No,NA,No,Private - Choice Students
2021-22,154,190,Arcadia,Arcadia Elementary,55.9,Meets Few Expectations,K4,4,Elementary School,515,1264,0,0,0.002,0.849,0,0.14,0.01,0.117,0.769,0.499,NA,0.049,50.6,47.3,53.8,46.1,43.2,48.9,NA,NA,NA,NA,NA,NA,84,91.7,NA,94.7,47,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.989,0.989,SwD,0.909,SwD,0.909,0.075,0.675,NA,0.25,0.249,0.404,0.18,0.468,0.255,0.371,0.424,0.424,0.238,0.386,0.355,0.451,NA,,,K-5,4,Town,Arcadia,Public school,No,NA,No,Public - All Students
2021-22,154,40,Arcadia,Arcadia High,48.8,Meets Few Expectations,9,12,High School,417,1264,0,0,0.007,0.621,0,0.369,0.002,0.103,0.537,0.321,NA,0.058,37.3,41.9,32.6,40.4,28,52.7,36.3,5,46.1,86,82.7,NA,90.1,87.8,92.3,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.991,0.991,SwD,0.941,SwD,0.941,0.134,0.4,0.267,0.2,0.256,0.408,0.186,0.375,0.233,0.392,0.161,0.339,0.21,0.388,0.174,0.34,NA,,,9-12,4,Town,Arcadia,Public school,No,NA,No,Public - All Students
2021-22,154,290,Arcadia,Arcadia Middle,83.8,Significantly Exceeds Expectations,5,8,Middle School,332,1264,0,0,0,0.78,0,0.202,0.018,0.111,0.684,0.434,NA,0.039,46.7,51.6,41.7,86.9,88.8,85,84.1,14.6,89.8,95.2,NA,94.7,85.4,93.9,NA,95.1,NA,49.2,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.991,0.991,White,0.985,White,0.985,0.05,0.45,0.25,0.25,0.303,0.407,0.215,0.388,0.298,0.387,0.167,0.331,0.261,0.362,0.242,0.339,NA,,,6-8,4,Town,Arcadia,Public school,No,NA,No,Public - All Students
2021-22,161,20,Argyle,Argyle Elementary,73.5,Exceeds Expectations,K4,5,Elementary School,148,291,0.014,0,0,0.041,0,0.919,0.027,0.142,0.351,0,NA,0.196,65.9,58,73.7,71.7,58.4,85,NA,NA,NA,NA,NA,NA,87.4,99.2,NA,97.9,42.9,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.374,0.376,NA,0.25,0.351,0.404,0.544,0.468,0.351,0.371,0.474,0.424,0.383,0.386,0.6,0.451,NA,,,K-5,3,Rural,Argyle,Public school,No,NA,No,Public - All Students
2021-22,161,40,Argyle,Argyle High,68.9,Meets Expectations,9,12,High School,81,291,0,0,0,0.037,0,0.951,0.012,0.173,0.432,0,NA,0.16,49.5,56.5,42.5,73.6,67.9,79.3,59.9,17.6,67,81.6,NA,89.4,93.7,87.3,100,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,1,1,NA,NA,NA,NA,0.208,0.325,0.267,0.2,0.436,0.408,0.296,0.375,0.36,0.392,0.229,0.339,0.227,0.388,0.208,0.34,NA,,,9-12,3,Rural,Argyle,Public school,No,NA,No,Public - All Students
2021-22,161,250,Argyle,Argyle Middle,53.1,Meets Few Expectations,6,8,Middle School,62,291,0.016,0,0,0.032,0,0.935,0.016,0.145,0.339,0,NA,0.113,47.4,49.2,45.5,40.4,43.2,37.5,42.3,15,44.2,92.9,NA,91.1,81.9,89.5,NA,91.4,NA,47.5,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,1,1,NA,NA,NA,NA,0.257,0.243,0.25,0.25,0.436,0.407,0.2,0.388,0.282,0.387,0.281,0.331,0.213,0.362,0.327,0.339,NA,,,6-8,3,Rural,Argyle,Public school,No,NA,No,Public - All Students
